load 1000
2e-005      	-0.00023239
4e-005      	0.000162241
6e-005      	0.000132683
8e-005      	0.000133196
0.0001      	0.000130678
0.00012     	0.000123751
0.00014     	0.000111183
0.00016     	9.4922e-005
0.00018     	7.6055e-005
0.0002      	5.729e-005
0.00022     	4.1192e-005
0.00024     	2.9536e-005
0.00026     	2.3534e-005
0.00028     	2.278e-005
0.0003      	2.6405e-005
0.00032     	3.2125e-005
0.00034     	3.8078e-005
0.00036     	4.2475e-005
0.00038     	4.4303e-005
0.0004      	4.4189e-005
0.00042     	4.3061e-005
0.00044     	4.1724e-005
0.00046     	4.0622e-005
0.00048     	3.8995e-005
0.0005      	3.5995e-005
0.00052     	3.1354e-005
0.00054     	2.5109e-005
0.00056     	1.7975e-005
0.00058     	1.0662e-005
0.0006      	3.4829e-006
0.00062     	-3.308e-006
0.00064     	-9.124e-006
0.00066     	-1.325e-005
0.00068     	-1.466e-005
0.0007      	-1.253e-005
0.00072     	-6.939e-006
0.00074     	1.6422e-006
0.00076     	1.1936e-005
0.00078     	2.2912e-005
0.0008      	3.3687e-005
0.00082     	4.3756e-005
0.00084     	5.31e-005
0.00086     	6.1693e-005
0.00088     	6.9003e-005
0.0009      	7.4257e-005
0.00092     	7.6182e-005
0.00094     	7.3675e-005
0.00096     	6.6804e-005
0.00098     	5.6214e-005
0.001       	4.426e-005
0.00102     	3.3409e-005
0.00104     	2.5783e-005
0.00106     	2.2896e-005
0.00108     	2.4547e-005
0.0011      	3.0087e-005
0.00112     	3.8289e-005
0.00114     	4.7991e-005
0.00116     	5.8153e-005
0.00118     	6.7816e-005
0.0012      	7.5746e-005
0.00122     	8.0897e-005
0.00124     	8.3041e-005
0.00126     	8.2418e-005
0.00128     	8.0602e-005
0.0013      	7.915e-005
0.00132     	7.8832e-005
0.00134     	7.9855e-005
0.00136     	8.1171e-005
0.00138     	8.1635e-005
0.0014      	8.0671e-005
0.00142     	7.7985e-005
0.00144     	7.3773e-005
0.00146     	6.8303e-005
0.00148     	6.185e-005
0.0015      	5.4811e-005
0.00152     	4.8318e-005
0.00154     	4.3554e-005
0.00156     	4.1479e-005
0.00158     	4.2701e-005
0.0016      	4.6636e-005
0.00162     	5.2499e-005
0.00164     	5.943e-005
0.00166     	6.6796e-005
0.00168     	7.4531e-005
0.0017      	8.2776e-005
0.00172     	9.1808e-005
0.00174     	0.00010179
0.00176     	0.000112239
0.00178     	0.000122431
0.0018      	0.000131092
0.00182     	0.000137141
0.00184     	0.000140606
0.00186     	0.000141989
0.00188     	0.000142859
0.0019      	0.000144649
0.00192     	0.000147702
0.00194     	0.000151828
0.00196     	0.000155803
0.00198     	0.000158415
0.002       	0.000159212
0.00202     	0.00015812
0.00204     	0.000155844
0.00206     	0.000153167
0.00208     	0.00015072
0.0021      	0.000149031
0.00212     	0.000148446
0.00214     	0.000149311
0.00216     	0.000152207
0.00218     	0.000157593
0.0022      	0.000165479
0.00222     	0.000175536
0.00224     	0.000186358
0.00226     	0.000196505
0.00228     	0.000204962
0.0023      	0.000211149
0.00232     	0.000215647
0.00234     	0.000219164
0.00236     	0.000222062
0.00238     	0.000224356
0.0024      	0.000225218
0.00242     	0.000223767
0.00244     	0.000219729
0.00246     	0.00021319
0.00248     	0.000205305
0.0025      	0.000197188
0.00252     	0.000189204
0.00254     	0.000181244
0.00256     	0.000172175
0.00258     	0.00016101
0.0026      	0.00014822
0.00262     	0.000134821
0.00264     	0.000122866
0.00266     	0.000114104
0.00268     	0.000108455
0.0027      	0.000105226
0.00272     	0.000102787
0.00274     	9.981e-005
0.00276     	9.6531e-005
0.00278     	9.3771e-005
0.0028      	9.3017e-005
0.00282     	9.5533e-005
0.00284     	0.000101201
0.00286     	0.000109398
0.00288     	0.000118491
0.0029      	0.0001269
0.00292     	0.000133646
0.00294     	0.000138064
0.00296     	0.000139934
0.00298     	0.000139048
0.003       	0.000134951
0.00302     	0.000127324
0.00304     	0.000116895
0.00306     	0.000104678
0.00308     	9.2328e-005
0.0031      	8.1132e-005
0.00312     	7.076e-005
0.00314     	6.0493e-005
0.00316     	4.9579e-005
0.00318     	3.7763e-005
0.0032      	2.6712e-005
0.00322     	1.8319e-005
0.00324     	1.3806e-005
0.00326     	1.361e-005
0.00328     	1.5604e-005
0.0033      	1.7254e-005
0.00332     	1.6046e-005
0.00334     	1.0469e-005
0.00336     	1.3934e-006
0.00338     	-9.557e-006
0.0034      	-2.002e-005
0.00342     	-2.811e-005
0.00344     	-3.351e-005
0.00346     	-3.644e-005
0.00348     	-3.768e-005
0.0035      	-3.793e-005
0.00352     	-3.723e-005
0.00354     	-3.534e-005
0.00356     	-3.177e-005
0.00358     	-2.608e-005
0.0036      	-1.827e-005
0.00362     	-8.582e-006
0.00364     	2.0688e-006
0.00366     	1.2722e-005
0.00368     	2.2469e-005
0.0037      	3.0689e-005
0.00372     	3.7657e-005
0.00374     	4.386e-005
0.00376     	4.9915e-005
0.00378     	5.6154e-005
0.0038      	6.1814e-005
0.00382     	6.593e-005
0.00384     	6.7676e-005
0.00386     	6.6575e-005
0.00388     	6.3442e-005
0.0039      	5.9357e-005
0.00392     	5.5631e-005
0.00394     	5.3399e-005
0.00396     	5.3283e-005
0.00398     	5.5577e-005
0.004       	5.9754e-005
0.00402     	6.494e-005
0.00404     	6.928e-005
0.00406     	7.0859e-005
0.00408     	6.7961e-005
0.0041      	5.941e-005
0.00412     	4.5935e-005
0.00414     	2.896e-005
0.00416     	1.1597e-005
0.00418     	-3.101e-006
0.0042      	-1.294e-005
0.00422     	-1.658e-005
0.00424     	-1.503e-005
0.00426     	-9.927e-006
0.00428     	-3.813e-006
0.0043      	1.0733e-006
0.00432     	3.7465e-006
0.00434     	3.904e-006
0.00436     	2.5966e-006
0.00438     	8.6971e-007
0.0044      	-8.441e-007
0.00442     	-2.536e-006
0.00444     	-4.963e-006
0.00446     	-8.816e-006
0.00448     	-1.383e-005
0.0045      	-1.948e-005
0.00452     	-2.497e-005
0.00454     	-2.961e-005
0.00456     	-3.339e-005
0.00458     	-3.631e-005
0.0046      	-3.8e-005
0.00462     	-3.791e-005
0.00464     	-3.537e-005
0.00466     	-2.987e-005
0.00468     	-2.191e-005
0.0047      	-1.224e-005
0.00472     	-2.088e-006
0.00474     	7.4596e-006
0.00476     	1.5981e-005
0.00478     	2.3429e-005
0.0048      	3.0552e-005
